110000,0
110004,0
110008,0
110012,0
110016,0
110020,0
110024,0
110028,0
110032,0
110036,0
110040,0
110044,76
110048,63
110052,91
110056,54
110100,91
110104,0
110108,0
110112,0
110116,0
110120,0
110124,0
110128,0
110132,0
110136,0
110140,0
110144,0
110148,0
110152,0
110156,0
110200,0
110204,0
110208,0
110212,0
110216,0
110220,0
110224,0
110228,0
110232,0
110236,0
110240,90
110244,99
110248,57
110252,85
110256,56
110300,0
110304,0
110308,0
110312,0
110316,0
110320,0
110324,0
110328,0
110332,0
110336,0
110340,0
110344,0
110348,0
110352,0
110356,0
110400,0
110404,61
110408,75
110412,52
110416,71
110420,82
110424,0
110428,0
110432,0
110436,0
110440,0
110444,0
110448,0
110452,0
110456,0
110500,0
110504,0
110508,0
110512,0
110516,0
110520,0
110524,0
110528,0
110532,96
110536,88
110540,55
110544,50
110548,94
110552,0
110556,0
110600,0
110604,0
110608,0
110612,0
110616,0
110620,0
110624,0
110628,57
110632,88
110636,50
110640,98
110644,55
110648,0
110652,0
110656,0
110700,0
110704,0
110708,0
110712,0
110716,0
110720,0
110724,0
110728,0
110732,0
110736,0
110740,0
110744,0
110748,0
110752,0
110756,0
110800,0
110804,0
110808,0
110812,0
110816,0
110820,0
110824,0
110828,0
110832,0
110836,0
110840,0
110844,0
110848,0
110852,0
110856,0
110900,0
110904,0
110908,0
110912,0
110916,0
110920,0
110924,0
110928,0
110932,74
110936,52
110940,65
110944,87
110948,86
110952,0
110956,0
111000,0
111004,0
111008,0
111012,0
111016,0
111020,0
111024,0
111028,0
111032,0
111036,0
111040,0
111044,0
111048,0
111052,0
111056,91
111100,93
111104,90
111108,90
111112,51
111116,0
111120,0
111124,0
111128,0
111132,0
111136,0
111140,0
111144,0
111148,0
111152,0
111156,82
"111,200,100",
111204,61
111208,86
111212,87
111216,0
111220,0
111224,0
111228,0
111232,0
111236,0
111240,0
111244,0
111248,0
111252,0
111256,0
111300,0
111304,0
111308,92
111312,77
111316,60
111320,77
111324,97
111328,0
111332,0
111336,0
111340,0
111344,0
111348,0
111352,0
111356,86
111400,59
111404,61
111408,67
111412,56
111416,0
111420,0
111424,0
111428,0
111432,0
111436,0
111440,0
111444,0
111448,0
111452,0
111456,0
111500,0
111504,0
111508,0
111512,0
111516,64
111520,93
111524,67
111528,67
111532,94
111536,0
111540,0
111544,0
111548,0
111552,0
111556,0
111600,0
111604,0
111608,0
111612,0
111616,0
111620,0
111624,0
111628,0
111632,0
111636,0
111640,0
111644,0
111648,0
111652,0
111656,0
111700,0
111704,0
111708,0
111712,0
111716,0
111720,82
111724,69
111728,88
111732,89
111736,88
111740,0
111744,0
111748,0
111752,0
111756,0
111800,0
111804,0
111808,0
111812,0
111816,0
111820,0
111824,0
111828,0
111832,0
111836,0
111840,0
111844,0
111848,0
111852,0
111856,0
111900,0
111904,0
111908,0
111912,0
111916,0
111920,0
111924,0
111928,0
111932,0
111936,0
111940,0
111944,0
111948,0
111952,0
111956,0
112000,0
112004,0
112008,0
112012,0
112016,0
112020,0
112024,0
112028,0
112032,0
112036,0
112040,0
112044,0
112048,0
112052,0
112056,0
112100,0
112104,0
112108,0
112112,0
112116,0
112120,0
112124,0
112128,0
112132,0
112136,0
112140,0
112144,0
112148,0
112152,0
112156,0
112200,0
112204,0
112208,0
112212,0
112216,0
112220,0
112224,0
112228,0
112232,0
112236,0
112240,0
112244,0
112248,0
112252,0
112256,0
112300,0
112304,0
112308,0
112312,0
112316,0
112320,0
112324,0
112328,0
112332,0
112336,0
112340,0
112344,0
112348,0
112352,0
112356,0
112400,0
112404,0
112408,0
112412,0
112416,0
112420,0
112424,0
112428,0
112432,0
112436,0
112440,0
112444,0
112448,0
112452,0
112456,0
112500,0
112504,0
112508,0
112512,0
112516,0
112520,0
112524,0
112528,0
112532,0
112536,0
112540,0
112544,0
112548,0
112552,0
112556,0
112600,0
112604,0
112608,34958
112612,0
112616,0
112620,0
112624,0
112628,0
112632,0
112636,0
